Hail ID,Date/Time,Latitude,Longitude,Nearest town,State,Hail size,Comments,
1288,2006-11-29 08:30:00,-29.6800,152.9300,Grafton,NSW,3.0," Storm with hail >2cm but less than golf ball sized. at Coutts Crossing, south of Grafton (spotter report). Assuming for the database it was around 3cm.",
1289,2006-12-12 04:30:00,-30.4410,151.3530,"Yarrowyck, E of Armidale.",NSW,4.0,"Largest hail size 4cm. Yarrowyck, east of Armidale and Uralla, near Armidale. Photos from Yarrowyck were included of hailstones nearly the size of 50c and of large trees snapped.  Also heavy rain. At Uralla hail over 4cm was reported, then next day narrow strip of damage 1/2km x 6km reported, with river gums twisted out of ground, shed blown away and stock losses. Sounds like tornado damage but no tornado sighted.",
1290,2006-12-12 04:30:00,-30.7400,151.5300,Uralla,NSW,5.0,"Assumed 5cm hail at Uralla for database - spotter said "Over 4cm". Yarrowyck, east of Armidale and Uralla, near Armidale. Photos from Yarrowyck were included of hailstones nearly the size of 50c and of large trees snapped.  Also heavy rain. At Uralla hail over 4cm was reported, then next day narrow strip of damage 1/2km x 6km reported, with river gums twisted out of ground, shed blown away and stock losses. Sounds like tornado damage but no tornado sighted.",
1291,2006-12-14 03:27:00,-29.9320,152.7180,nymboida,NSW,5.0,"Hail -most common size 2cm, largest size 5cm. Nymboida.",
1292,2006-12-20 04:45:00,-33.4170,149.5810,bathurst,NSW,2.0,"Largest hail 2cm, most common size 1.5cm. Bathurst.  Hail 2cm.",
1293,2006-12-21 04:30:00,-30.5200,151.6700,Armidale,NSW,5.0, Severe storm at Armidale with 5cm hailstones and damaging winds at 4:30 UTC on 21/12/06. Hail damaged windows and wind blew roofs partly or fully off 15 houses. Additionally the Exhibition Centre lost all its roof. Hail was 45cm deep in some places,
1294,2006-12-29 05:00:00,-35.3600,149.2300,Queanbeyan,NSW,4.4, Storm at Queanbeyan brought golf ball size ahil and flash flooding between 5:00 and 6:00 UTC on 29/12/06.,
1295,2006-12-30 05:30:00,-35.2670,149.0670,Cook,NSW,4.4, Storm in Canberra on 30/12/06 brought golf ball sized hail to Cook (suburb of Canberra) about 5:30 UTC.,
1296,2007-02-01 07:10:00,-33.1900,149.0100,Orange,NSW,3.8, Storm near Orange produced ping pong ball sized hail at a farm about 20km to the west between 0710 and 0750 UTC on 1/2/07. Time estimated from radar.,
1297,2007-02-07 04:30:00,-33.5700,150.1200,lithgow,NSW,6.0," Lithgow - 20km north of Mt Bindo.  Wall cloud, with lowerings, but not quite tornadic.  See www.blackheathweather.com for wall cloud pics L Pearce.  See www.australiasevereweather.com/photography/photos/2007/ jd20070207.html for hail size pics J. Degara.",
1298,2007-02-07 05:10:00,-33.1900,149.0100,Orange,NSW,5.0, Storm south of Orange brought 5cm hail between 5:10 and 5:50 UTC on 7/2/07 (time estimated from radar).,
1299,2007-02-07 05:15:00,-31.7100,148.6700,gilgandra,NSW,1.5,"Largest 1.5cm, most common 1cm - not severe. Gilgandra. Wind gusts reaching 90km/h. (Marble sized hail.)",
1300,2007-02-07 06:30:00,-31.7200,148.6700,Gilgandra,NSW,2.4, Storm at Gilgandra at 6:30 UTC on 7/2/07 brought 10c coin sized hail.,
1301,2007-02-08 05:15:00,-33.4200,149.5800,bathurst,NSW,2.1,"Largest size hail 2.1cm, most common size 1.3cm. Bathurst.  Hail, flash flooding.",
1302,2007-02-10 02:30:00,-33.4200,149.5800,bathurst,NSW,2.0,"Hail - largest size 2cm, most common size 1.2cm. Bathurst.",
1303,2007-02-10 04:21:00,-32.8000,149.9700,rylstone,NSW,5.0,Largest hailstones greater than 5cm.  Most common hailstones 3-4cm. Rylstone - northern side of Bald Mtn. Neighbouring property on S side of mtn had hail damage to windows.  Paddocks and creeks flooded.  2 hour blackout. (Winds 67.4km/h.),
1304,2007-02-10 04:30:00,-29.2300,152.0000,sandy flat,NSW,4.5,"Largest hail size 4.5cm, most common size 3cm. 10km East of Sandy Flat, Northern Tablelands (SE of Tenterfield).  Fields looked like snow there was so much hail.",
1305,2007-02-12 05:12:00,-33.7350,150.4790,Woodford,NSW,2.4, Hail the sice of a 10c coin at Woodford. Reported at 5:12 UTC. Can't have been much earlier looking at radar archive.,
1306,2007-02-23 04:00:00,-33.6300,150.2800,Blackheath,NSW,2.2, 2.2cm hail reported from Blackheath at 4:10 UTC on 23/2/07. Hail of unspecified size reported 10 min earlier so assume large hail started then.,
1307,2007-02-25 04:30:00,-30.3400,152.7100,Dorrigo,NSW,3.0,Time estimated from radar (report received at 5:13 UTC). 20c coin sized hail reported 2nd hand from Dorrigo. Looked too weak on radar to have done this. This report is possibly confused with an alleged event on 23/2/07 and therefore is somewhat suspect.,
1308,2007-02-27 11:00:00,-35.3200,149.1200,Canberra,NSW,2.0, Storm in Canberra with 2cm hail and heavy rain between about 11:00 and 12:30 UTC on 27/2/07.,
1309,2007-02-28 06:30:00,-31.3480,149.8350,Tambar Springs,NSW,7.0, Storm with cricket ball sized hail at Tambar Springs (near Gunnedah) shortly after 6:30 UTC on 28/2/07.,
1310,2007-02-28 06:30:00,-32.7260,151.6320,Morpeth,NSW,6.5, Storm with estimated 90km/h winds at Kahibah and 6.5cm hail at Morpeth (S of Newcastle) about between 6:30 and 7:00 UTC on 28/2/07.,
1311,2007-03-01 06:30:00,-34.0600,150.8600,Campbelltown,NSW,2.0," 2cm hail from a storm in Campbelltown 2nd hand via media from a "Weatherzone storm chaser". Occurred between 6:30 UTC and 6:50 UTC on 1/3/07 according to radar archive. Storm later bought 52mm of rain to Badgerys Creek including 52mm in the 36 minutes to 8:01 UTC, and blew a tree onto a house at Wallacia (assuming this time is around 8:00 UTC, gap in radar archive at the time).",
1312,2007-03-02 04:15:00,-29.6800,152.9300,Grafton,NSW,4.4," Hail in Grafton, $2 to 20c coin size first reported 4:20 UTC then again (10c coin size) at 4:31 UTC on 3/3/07. Later golf ball sized hail was reported to have occurred just to west around the same time.",
1313,2007-03-02 04:20:00,-29.6800,152.9300,Grafton,NSW,3.0," Hail in Grafton, $2 to 20c coin size first reported 4:20 UTC then again (10c coin size) at 4:31 UTC on 3/3/07. Later golf ball sized hail was reported to have occurred just to west around the same time.",
1314,2007-03-02 04:31:00,-29.6800,152.9300,Grafton,NSW,2.4," Hail in Grafton, $2 to 20c coin size first reported 4:20 UTC then again (10c coin size) at 4:31 UTC on 3/3/07. Later golf ball sized hail was reported to have occurred just to west around the same time.",
1315,2007-03-08 05:10:00,-34.1820,150.6010,Picton,NSW,2.0,"2cm considered to be likely minimum hail size given damage reports (broken car windows). Storm developed around Goulburn before tracking over Moss Vale (55kt gust) and turning left to head towards Sydney airport. SES reported hail damage around Picton (no size given - around 05:10 UTC from radar). Storm damaged Illawarra train line between Waterfall and Wollongong (about 05:00 UTC from radar), presumably due to wind. Storm then crossed coast near Sydney airport and shaved the eastern Sydney coastline though kept mostly offshore.",
1316,2007-03-20 06:55:00,-32.8320,151.6850,Hexham,NSW,2.0,"Cars dented by hail. Storm with widespread flash flooding and marginally severe hail in the Hunter district including Hexham, Kariong, Shortland, Wickham, Mayfield, Lambton. Blackouts due to lightning at East Maitland, Gateshead, Raymond Terrace, Stockton. Reported by spotters at Hexham and Kariong and by Newcastle Herald. Spotter at Hexham reported possible meso and wall cloud.",
1317,2007-05-16 04:10:00,-33.4000,142.5700,Pooncarie,NSW,4.4, Golf ball sized hail at Pooncarie reported at 5:00 UTC on 16/5/07. Radar data implies even was between 4:10 ad 4:40 UTC.,
1318,2007-07-08 23:00:00,-33.9300,151.2300,Maroubra,NSW,3.0,"Hailstones reported, most commonly 2cm, but with some as large as 3cm. Large hail reported from a morning thunderstorm at Maroubra.",
1319,2007-07-26 22:20:00,-34.6485,148.0346,Cootamundra,NSW,2.5,"Largest size reported 2.5cm, most common size 2cm. Estimated from $2 coin. Large hail reported 4km NNW of Cootamundra Airport in the morning. GPATS show widespread lightning activity in the area at the time. Heavy rain also reported but only measured at 12mm/30mins.",
1320,2007-08-16 10:00:00,-34.7400,146.5500,Narrandera,NSW,2.0,Storm spotter phoned in a report of 2cm hail. Storms in the Riverina generated large hail late in the evening.,
1321,2007-08-16 10:10:00,-34.5100,146.4100,Leeton,NSW,3.0,Narrow band of hail through Leeton Shire. Photo of hail emailed to BOM. Storms in the Riverina generated large hail late in the evening.,
1322,2007-10-08 03:40:00,-29.7200,151.7500,Glen Innes,NSW,4.4,"Spotter Ben (Burnie?) reported that the storm was a definite supercell, that included damaging wind gusts and golf ball sized hail. Possible supercell thunderstorm at Glen Innes, with reports of damaging wind gusts and golf ball sized hail. This storm was part of a wider thunderstorm area that included a supercell near Lismore.",
1323,2007-10-08 04:40:00,-29.7500,153.1200,Pillar Valley,NSW,4.4,"From logbook - Spotter report a large amount of golf ball sized hail. A thunderstorm at Pillar valley, between Grafton and Wolli caused golf ball sized hail. This storm was part of a wider thunderstorm area that included supercells near Lismore and Glen Innes.",
1324,2007-10-08 05:40:00,-28.8000,153.2800,Lismore,NSW,4.4,"Spotter Barry Davis from Lismore reported up to golf ball sized hail. A supercell thunderstorm affected locations in and around Lismore and Casino, causing giant hail, heavy rain, and damaging wind gusts. This storm was part of a wider thunderstorm area that included a supercell near Glen Innes.",
1325,2007-10-08 05:50:00,-28.9300,153.0700,Yorklea,NSW,5.0,"Halden Boyd reported apple sized hail in Yorklea, south of Casino. A supercell thunderstorm affected locations in and around Lismore and Casino, causing giant hail, heavy rain, and damaging wind gusts. This storm was part of a wider thunderstorm area that included a supercell near Glen Innes.",
1326,2007-10-08 05:50:00,-28.8000,153.2800,Lismore,NSW,2.5,"Spotter report of 2.5cm hail from Lismore. Julie Cunningham. A supercell thunderstorm affected locations in and around Lismore and Casino, causing giant hail, heavy rain, and damaging wind gusts. This storm was part of a wider thunderstorm area that included a supercell near Glen Innes.",
1327,2007-10-08 05:50:00,-28.8300,153.0500,Casino,NSW,2.0,"Report from Dallas at Richmond Tweed SES of 2cm hail in Casino. A supercell thunderstorm affected locations in and around Lismore and Casino, causing giant hail, heavy rain, and damaging wind gusts. This storm was part of a wider thunderstorm area that included a supercell near Glen Innes.",
1328,2007-10-08 05:50:00,-29.1000,153.4300,Evans Head,NSW,2.0,Dallas from Richmond Tweed SES reports 2cm hail in Evans Head. A severe thunderstorm in the Northern Rivers caused large hail at Coraki and Evans Head. This storm was part of a wider thunderstorm area that included supercells near Lismore and Glen Innes.,
1329,2007-10-08 05:55:00,-28.8600,153.2000,Mckees Hill,NSW,6.0,"Ray Smith reported 6cm hail in a storm cell that was headed to the northeast. A supercell thunderstorm affected locations in and around Lismore and Casino, causing giant hail, heavy rain, and damaging wind gusts. This storm was part of a wider thunderstorm area that included a supercell near Glen Innes.",
1330,2007-10-08 06:10:00,-28.7800,153.3800,McLeans Ridges,NSW,2.5,"Spotter report of 2.5cm hail from Michael Bath at Mcleans Ridge. A supercell thunderstorm affected locations in and around Lismore and Casino, causing giant hail, heavy rain, and damaging wind gusts. This storm was part of a wider thunderstorm area that included a supercell near Glen Innes.",
1331,2007-10-08 06:30:00,-28.8000,153.3200,Goonellabah,NSW,3.0,"Brian Bugden from Goonellabah, just east of Lismore, reported hail, with most common size 2.75cm and largest size 3cm. Photo of hail attached to spotter card. This report was also for damaging wind and flash flooding. A supercell thunderstorm affected locations in and around Lismore and Casino, causing giant hail, heavy rain, and damaging wind gusts. This storm was part of a wider thunderstorm area that included a supercell near Glen Innes.",
1332,2007-10-08 06:35:00,-28.9800,153.2800,Coraki,NSW,2.5,"Spotter report from Michael Bath of 2.5cm hail in Coraki. 20mm of rain in 5 mins was also reported, but with no flash flooding. A severe thunderstorm in the Northern Rivers caused large hail at Coraki and Evans Head. This storm was part of a wider thunderstorm area that included supercells near Lismore and Glen Innes.",
1333,2007-10-09 03:00:00,-29.6700,152.9300,Grafton,NSW,3.0,Spotter report from John Sharp of 20cm coin sized hail. A splitting supercell affected Grafton causing large hail around 1pm. A more destructive splitting supercell was occuring to the north near Lismore at about the same time.,
1334,2007-10-09 03:01:00,-29.6700,152.9300,Grafton,NSW,4.4,"Spotter report of golf ball sized hail in Grafton. Report was phoned in at 14:20 local, however analysis of the radar shows this more likely to be from the earlier storm just after 13:00 local. A splitting supercell affected Grafton causing large hail around 1pm. A more destructive splitting supercell was occuring to the north near Lismore at about the same time.",
1335,2007-10-09 03:10:00,-29.6700,152.9300,Grafton,NSW,2.0,Spotter report from Shane Solway of >2cm hail. A splitting supercell affected Grafton causing large hail around 1pm. A more destructive splitting supercell was occuring to the north near Lismore at about the same time.,
1336,2007-10-09 03:35:00,-28.8000,153.2800,Lismore,NSW,6.0,"Michael Bath reported 5-6cm hail on the western outskirts of Lismore. This report also included damaging wind gusts. A splitting supercell in the Lismore area caused giant hail, damaging winds, heavy rainfall and flash flooding between 1:30pm and 2:30pm. Damage from the storm was widespread, particularly in Lismore, with the SES receiveing a total of 681 RFA's. This cell was followed by a second severe storm (event 23399), however the first storm was more intense. A second splitting supercell was also affecting the area around Grafton a short time earlier.",
1337,2007-10-09 03:40:00,-28.8000,153.2800,Lismore,NSW,6.0,"Spotter (Julie Cunningham) report of 6cm hail from Lismore. A splitting supercell in the Lismore area caused giant hail, damaging winds, heavy rainfall and flash flooding between 1:30pm and 2:30pm. Damage from the storm was widespread, particularly in Lismore, with the SES receiveing a total of 681 RFA's. This cell was followed by a second severe storm (event 23399), however the first storm was more intense. A second splitting supercell was also affecting the area around Grafton a short time earlier.",
1338,2007-10-09 03:40:00,-28.8000,153.2500,South Lismore,NSW,3.0,"Richmond Tweed SES reported 50c piece sized hail at South Lismore. A splitting supercell in the Lismore area caused giant hail, damaging winds, heavy rainfall and flash flooding between 1:30pm and 2:30pm. Damage from the storm was widespread, particularly in Lismore, with the SES receiveing a total of 681 RFA's. This cell was followed by a second severe storm (event 23399), however the first storm was more intense. A second splitting supercell was also affecting the area around Grafton a short time earlier.",
1339,2007-10-09 03:40:00,-28.8000,153.3200,Goonellabah,NSW,4.0,"Richmond-Tweed SES reported very 3-4 cm hail at Goonellabah. A splitting supercell in the Lismore area caused giant hail, damaging winds, heavy rainfall and flash flooding between 1:30pm and 2:30pm. Damage from the storm was widespread, particularly in Lismore, with the SES receiveing a total of 681 RFA's. This cell was followed by a second severe storm (event 23399), however the first storm was more intense. A second splitting supercell was also affecting the area around Grafton a short time earlier.",
1340,2007-10-09 03:41:00,-28.8000,153.3200,Lismore Heights,NSW,4.4,"Barry Davidson reported 'stacks' of golf ball sized hail, with windows smashed on his house, and hail in the upstairs bedroom. A splitting supercell in the Lismore area caused giant hail, damaging winds, heavy rainfall and flash flooding between 1:30pm and 2:30pm. Damage from the storm was widespread, particularly in Lismore, with the SES receiveing a total of 681 RFA's. This cell was followed by a second severe storm (event 23399), however the first storm was more intense. A second splitting supercell was also affecting the area around Grafton a short time earlier.",
1341,2007-10-09 03:45:00,-28.8000,153.2800,Lismore,NSW,3.0,"Spotter report from Lismore of 2.5-3cm hail. This report also included flash flooding and many trees down. A splitting supercell in the Lismore area caused giant hail, damaging winds, heavy rainfall and flash flooding between 1:30pm and 2:30pm. Damage from the storm was widespread, particularly in Lismore, with the SES receiveing a total of 681 RFA's. This cell was followed by a second severe storm (event 23399), however the first storm was more intense. A second splitting supercell was also affecting the area around Grafton a short time earlier.",
1342,2007-10-09 03:50:00,-28.7800,153.7200,Mcleans Ridge,NSW,3.0,"3cm Hail reported by Michael Bath at McLeans Ridge. A splitting supercell in the Lismore area caused giant hail, damaging winds, heavy rainfall and flash flooding between 1:30pm and 2:30pm. Damage from the storm was widespread, particularly in Lismore, with the SES receiveing a total of 681 RFA's. This cell was followed by a second severe storm (event 23399), however the first storm was more intense. A second splitting supercell was also affecting the area around Grafton a short time earlier.",
1343,2007-10-09 04:00:00,-28.6800,153.3600,Corndale,NSW,4.4,"Alan Hunter from Corndale reported golf ball sized hail. A splitting supercell in the Lismore area caused giant hail, damaging winds, heavy rainfall and flash flooding between 1:30pm and 2:30pm. Damage from the storm was widespread, particularly in Lismore, with the SES receiveing a total of 681 RFA's. This cell was followed by a second severe storm (event 23399), however the first storm was more intense. A second splitting supercell was also affecting the area around Grafton a short time earlier.",
1344,2007-10-09 04:00:00,-28.7200,153.4000,Clunes,NSW,6.5,"Christine from Clunes reported and 'incredibly severe storm', with hail to 6.5cm. A splitting supercell in the Lismore area caused giant hail, damaging winds, heavy rainfall and flash flooding between 1:30pm and 2:30pm. Damage from the storm was widespread, particularly in Lismore, with the SES receiveing a total of 681 RFA's. This cell was followed by a second severe storm (event 23399), however the first storm was more intense. A second splitting supercell was also affecting the area around Grafton a short time earlier.",
1345,2007-10-09 04:09:00,-28.7700,153.3500,Richmond Hill,NSW,4.4,"David Fairhill at Richmond Hill reported 15mins of constant hail, including up to golf ball sized. A splitting supercell in the Lismore area caused giant hail, damaging winds, heavy rainfall and flash flooding between 1:30pm and 2:30pm. Damage from the storm was widespread, particularly in Lismore, with the SES receiveing a total of 681 RFA's. This cell was followed by a second severe storm (event 23399), however the first storm was more intense. A second splitting supercell was also affecting the area around Grafton a short time earlier.",
1346,2007-10-09 05:00:00,-28.6800,153.3700,Corndale,NSW,4.4,"Alan Hunter reported golf call sized hail, with heavy rain and wind gusts estimated at 70-80 km/h, in the second severe storm for the afternoon. Following a destructive splitting supercell, a second severe thunderstorm caused large hail in the Lismore area about an hour later in the afternoon. This second storm was not as bad as the initial cell (Event number 23398).",
1347,2007-10-12 00:00:00,-34.0300,150.6800,Camden,NSW,4.4,Golf ball sized hail reported from Camden Airport Air Traffic Control. Large hail reported at Camden and Heathcote from a morning thunderstorm.,
1348,2007-10-12 00:20:00,-34.0700,151.0200,Heathcote,NSW,2.0,Spotter report of hail 2cm at least for about 5 minutes. Large hail reported at Camden and Heathcote from a morning thunderstorm.,
1349,2007-10-12 03:45:00,-33.4700,151.3500,Davistown,NSW,2.0,Stephen Walker reported 2cm hailstones and heavy rain for about 10 mins. Large hail reported from an early afternoon thunderstorm in the Central Coast.,
1350,2007-10-25 08:00:00,-30.6300,151.4800,Uralla,NSW,2.5,"B&E Gardiner reported hailstones, most common size 2cm, largest size 2.5cm in a thunderstorm moving to the NE. This report also included heavy rain. Begin and end times not provided, so the above is an estimate based on GPATS. Large hailstones and very heavy rainfall reported from a thunderstorm 19kms south of Uralla, on the Northern Tablelands.",
1351,2007-10-26 04:25:00,-28.9200,153.1700,Tatham,NSW,4.0,"Michael Bath reported 4cm hail in Tatham, to the SW of Lismore. Link to photos of hail provided in report. A left moving supercell moved NE through the Northen Rivers towards Lismore during the afternoon. The cell weakened slightly as it came into Lismore city, but just as it was past Lismore it interacted with some weaker cells moving towards the SW with the general flow. This generated a tornado that impacted on the town of Dunoon. The SES received 116 RFA's for this event, damage was initially estimated to be in excess of $2 million, and the area was declared a natural disaster zone.",
1352,2007-10-28 07:30:00,-34.8200,147.3300,Marrar,NSW,3.5,"Photo of large hail sent in by SYNOP observer at Marrar (Station No. 74217). Hail size estimated from photo. Large hail fell in a storm at Marrar, in the far east of the Riverina forecast district.",
1353,2007-10-28 09:30:00,-33.9000,147.2300,Wyalong,NSW,3.5,"35mm diameter hail stones reported by the SYNOP observer on the 9am observation the following morning. Large hail fell in a storm at Wyalong, in the far south of the Central West Plains forecast district.",
1354,2007-10-29 04:35:00,-28.8200,153.2800,East Lismore,NSW,2.0,"Hail up to 2cm in diameter reported at East Lismore. 25mm of rain in 10mins also reported, but no mention of flash flooding. Large hail, with a brief period of intense rain, reported from a thunderstorm at East Lismore.",
1355,2007-11-18 06:00:00,-34.7000,150.0000,Marulan,NSW,2.0,"Large hail report from Marulan. This report was from a caller to a radio station, but the radar archive shows that there was a good chance for large hail. A thunderstorm caused heavy rain and reported of large hail at Marulan, in the Southern Tablelands.",
